#bin	bin_low_keV	bin_center_keV	bin_high_keV	counts	error	polarization	polarization_error
884	40.014191	40.037085	40.059979	0.000000	0.000000	0.000000	0.000000
885	40.059979	40.082873	40.105767	0.000000	0.000000	0.000000	0.000000
886	40.105767	40.128661	40.151555	0.000000	0.000000	0.000000	0.000000
887	40.151555	40.174449	40.197343	0.000000	0.000000	0.000000	0.000000
888	40.197343	40.220237	40.243131	0.000000	0.000000	0.000000	0.000000
889	40.243131	40.266025	40.288920	0.000000	0.000000	0.000000	0.000000
890	40.288920	40.311814	40.334708	0.000000	0.000000	0.000000	0.000000
891	40.334708	40.357602	40.380496	0.000000	0.000000	0.000000	0.000000
892	40.380496	40.403390	40.426284	0.000000	0.000000	0.000000	0.000000
893	40.426284	40.449178	40.472072	0.000000	0.000000	0.000000	0.000000
894	40.472072	40.494966	40.517860	0.000000	0.000000	0.000000	0.000000
895	40.517860	40.540754	40.563648	1.000000	1.000000	0.000000	0.000000
896	40.563648	40.586542	40.609437	0.000000	0.000000	0.000000	0.000000
897	40.609437	40.632331	40.655225	0.000000	0.000000	0.000000	0.000000
898	40.655225	40.678119	40.701013	0.000000	0.000000	0.000000	0.000000
899	40.701013	40.723907	40.746801	0.000000	0.000000	0.000000	0.000000
900	40.746801	40.769695	40.792589	0.000000	0.000000	0.000000	0.000000
901	40.792589	40.815483	40.838377	0.000000	0.000000	0.000000	0.000000
902	40.838377	40.861271	40.884165	0.000000	0.000000	0.000000	0.000000
903	40.884165	40.907059	40.929954	0.000000	0.000000	0.000000	0.000000
904	40.929954	40.952848	40.975742	0.000000	0.000000	0.000000	0.000000
905	40.975742	40.998636	41.021530	0.000000	0.000000	0.000000	0.000000
906	41.021530	41.044424	41.067318	0.000000	0.000000	0.000000	0.000000
907	41.067318	41.090212	41.113106	0.000000	0.000000	0.000000	0.000000
908	41.113106	41.136000	41.158894	0.000000	0.000000	0.000000	0.000000
909	41.158894	41.181788	41.204682	0.000000	0.000000	0.000000	0.000000
910	41.204682	41.227576	41.250471	0.000000	0.000000	0.000000	0.000000
911	41.250471	41.273365	41.296259	0.000000	0.000000	0.000000	0.000000
912	41.296259	41.319153	41.342047	0.000000	0.000000	0.000000	0.000000
913	41.342047	41.364941	41.387835	0.000000	0.000000	0.000000	0.000000
914	41.387835	41.410729	41.433623	0.000000	0.000000	0.000000	0.000000
915	41.433623	41.456517	41.479411	0.000000	0.000000	0.000000	0.000000
916	41.479411	41.502305	41.525199	0.000000	0.000000	0.000000	0.000000
917	41.525199	41.548093	41.570988	0.000000	0.000000	0.000000	0.000000
918	41.570988	41.593882	41.616776	0.000000	0.000000	0.000000	0.000000
919	41.616776	41.639670	41.662564	0.000000	0.000000	0.000000	0.000000
920	41.662564	41.685458	41.708352	0.000000	0.000000	0.000000	0.000000
921	41.708352	41.731246	41.754140	0.000000	0.000000	0.000000	0.000000
922	41.754140	41.777034	41.799928	0.000000	0.000000	0.000000	0.000000
923	41.799928	41.822822	41.845716	0.000000	0.000000	0.000000	0.000000
924	41.845716	41.868610	41.891504	1.000000	1.000000	0.000000	0.000000
925	41.891504	41.914399	41.937293	0.000000	0.000000	0.000000	0.000000
926	41.937293	41.960187	41.983081	0.000000	0.000000	0.000000	0.000000
927	41.983081	42.005975	42.028869	0.000000	0.000000	0.000000	0.000000
928	42.028869	42.051763	42.074657	0.000000	0.000000	0.000000	0.000000
929	42.074657	42.097551	42.120445	0.000000	0.000000	0.000000	0.000000
930	42.120445	42.143339	42.166233	0.000000	0.000000	0.000000	0.000000
931	42.166233	42.189127	42.212021	1.000000	1.000000	0.000000	0.000000
932	42.212021	42.234916	42.257810	0.000000	0.000000	0.000000	0.000000
933	42.257810	42.280704	42.303598	0.000000	0.000000	0.000000	0.000000
934	42.303598	42.326492	42.349386	0.000000	0.000000	0.000000	0.000000
935	42.349386	42.372280	42.395174	0.000000	0.000000	0.000000	0.000000
936	42.395174	42.418068	42.440962	0.000000	0.000000	0.000000	0.000000
937	42.440962	42.463856	42.486750	0.000000	0.000000	0.000000	0.000000
938	42.486750	42.509644	42.532538	0.000000	0.000000	0.000000	0.000000
939	42.532538	42.555433	42.578327	0.000000	0.000000	0.000000	0.000000
940	42.578327	42.601221	42.624115	0.000000	0.000000	0.000000	0.000000
941	42.624115	42.647009	42.669903	0.000000	0.000000	0.000000	0.000000
942	42.669903	42.692797	42.715691	0.000000	0.000000	0.000000	0.000000
943	42.715691	42.738585	42.761479	0.000000	0.000000	0.000000	0.000000
944	42.761479	42.784373	42.807267	0.000000	0.000000	0.000000	0.000000
945	42.807267	42.830161	42.853055	0.000000	0.000000	0.000000	0.000000
946	42.853055	42.875950	42.898844	0.000000	0.000000	0.000000	0.000000
947	42.898844	42.921738	42.944632	0.000000	0.000000	0.000000	0.000000
948	42.944632	42.967526	42.990420	0.000000	0.000000	0.000000	0.000000
949	42.990420	43.013314	43.036208	0.000000	0.000000	0.000000	0.000000
950	43.036208	43.059102	43.081996	0.000000	0.000000	0.000000	0.000000
951	43.081996	43.104890	43.127784	0.000000	0.000000	0.000000	0.000000
952	43.127784	43.150678	43.173572	0.000000	0.000000	0.000000	0.000000
953	43.173572	43.196467	43.219361	0.000000	0.000000	0.000000	0.000000
954	43.219361	43.242255	43.265149	0.000000	0.000000	0.000000	0.000000
955	43.265149	43.288043	43.310937	0.000000	0.000000	0.000000	0.000000
956	43.310937	43.333831	43.356725	0.000000	0.000000	0.000000	0.000000
957	43.356725	43.379619	43.402513	0.000000	0.000000	0.000000	0.000000
958	43.402513	43.425407	43.448301	0.000000	0.000000	0.000000	0.000000
959	43.448301	43.471195	43.494089	0.000000	0.000000	0.000000	0.000000
960	43.494089	43.516983	43.539878	0.000000	0.000000	0.000000	0.000000
961	43.539878	43.562772	43.585666	0.000000	0.000000	0.000000	0.000000
962	43.585666	43.608560	43.631454	0.000000	0.000000	0.000000	0.000000
963	43.631454	43.654348	43.677242	0.000000	0.000000	0.000000	0.000000
964	43.677242	43.700136	43.723030	0.000000	0.000000	0.000000	0.000000
965	43.723030	43.745924	43.768818	0.000000	0.000000	0.000000	0.000000
966	43.768818	43.791712	43.814606	1.000000	1.000000	0.000000	0.000000
967	43.814606	43.837500	43.860395	0.000000	0.000000	0.000000	0.000000
968	43.860395	43.883289	43.906183	0.000000	0.000000	0.000000	0.000000
969	43.906183	43.929077	43.951971	0.000000	0.000000	0.000000	0.000000
970	43.951971	43.974865	43.997759	0.000000	0.000000	0.000000	0.000000
971	43.997759	44.020653	44.043547	0.000000	0.000000	0.000000	0.000000
972	44.043547	44.066441	44.089335	1.000000	1.000000	0.000000	0.000000
973	44.089335	44.112229	44.135123	0.000000	0.000000	0.000000	0.000000
974	44.135123	44.158017	44.180912	1.000000	1.000000	0.000000	0.000000
975	44.180912	44.203806	44.226700	0.000000	0.000000	0.000000	0.000000
976	44.226700	44.249594	44.272488	0.000000	0.000000	0.000000	0.000000
977	44.272488	44.295382	44.318276	0.000000	0.000000	0.000000	0.000000
978	44.318276	44.341170	44.364064	0.000000	0.000000	0.000000	0.000000
979	44.364064	44.386958	44.409852	0.000000	0.000000	0.000000	0.000000
980	44.409852	44.432746	44.455640	0.000000	0.000000	0.000000	0.000000
981	44.455640	44.478534	44.501429	0.000000	0.000000	0.000000	0.000000
982	44.501429	44.524323	44.547217	0.000000	0.000000	0.000000	0.000000
983	44.547217	44.570111	44.593005	0.000000	0.000000	0.000000	0.000000
984	44.593005	44.615899	44.638793	0.000000	0.000000	0.000000	0.000000
985	44.638793	44.661687	44.684581	0.000000	0.000000	0.000000	0.000000
986	44.684581	44.707475	44.730369	0.000000	0.000000	0.000000	0.000000
987	44.730369	44.753263	44.776157	0.000000	0.000000	0.000000	0.000000
988	44.776157	44.799051	44.821946	0.000000	0.000000	0.000000	0.000000
989	44.821946	44.844840	44.867734	0.000000	0.000000	0.000000	0.000000
990	44.867734	44.890628	44.913522	0.000000	0.000000	0.000000	0.000000
991	44.913522	44.936416	44.959310	1.000000	1.000000	0.000000	0.000000
992	44.959310	44.982204	45.005098	0.000000	0.000000	0.000000	0.000000
993	45.005098	45.027992	45.050886	0.000000	0.000000	0.000000	0.000000
994	45.050886	45.073780	45.096674	0.000000	0.000000	0.000000	0.000000
995	45.096674	45.119568	45.142462	1.000000	1.000000	0.000000	0.000000
996	45.142462	45.165357	45.188251	0.000000	0.000000	0.000000	0.000000
997	45.188251	45.211145	45.234039	0.000000	0.000000	0.000000	0.000000
998	45.234039	45.256933	45.279827	0.000000	0.000000	0.000000	0.000000
999	45.279827	45.302721	45.325615	0.000000	0.000000	0.000000	0.000000
1000	45.325615	45.348509	45.371403	1.000000	1.000000	0.000000	0.000000
1001	45.371403	45.394297	45.417191	0.000000	0.000000	0.000000	0.000000
1002	45.417191	45.440085	45.462979	0.000000	0.000000	0.000000	0.000000
1003	45.462979	45.485874	45.508768	0.000000	0.000000	0.000000	0.000000
1004	45.508768	45.531662	45.554556	0.000000	0.000000	0.000000	0.000000
1005	45.554556	45.577450	45.600344	1.000000	1.000000	0.000000	0.000000
1006	45.600344	45.623238	45.646132	0.000000	0.000000	0.000000	0.000000
1007	45.646132	45.669026	45.691920	0.000000	0.000000	0.000000	0.000000
1008	45.691920	45.714814	45.737708	0.000000	0.000000	0.000000	0.000000
1009	45.737708	45.760602	45.783496	0.000000	0.000000	0.000000	0.000000
1010	45.783496	45.806391	45.829285	0.000000	0.000000	0.000000	0.000000
1011	45.829285	45.852179	45.875073	0.000000	0.000000	0.000000	0.000000
1012	45.875073	45.897967	45.920861	0.000000	0.000000	0.000000	0.000000
1013	45.920861	45.943755	45.966649	1.000000	1.000000	0.000000	0.000000
1014	45.966649	45.989543	46.012437	0.000000	0.000000	0.000000	0.000000
1015	46.012437	46.035331	46.058225	0.000000	0.000000	0.000000	0.000000
1016	46.058225	46.081119	46.104013	1.000000	1.000000	0.000000	0.000000
1017	46.104013	46.126908	46.149802	0.000000	0.000000	0.000000	0.000000
1018	46.149802	46.172696	46.195590	0.000000	0.000000	0.000000	0.000000
1019	46.195590	46.218484	46.241378	0.000000	0.000000	0.000000	0.000000
1020	46.241378	46.264272	46.287166	0.000000	0.000000	0.000000	0.000000
1021	46.287166	46.310060	46.332954	0.000000	0.000000	0.000000	0.000000
1022	46.332954	46.355848	46.378742	1.000000	1.000000	0.000000	0.000000
1023	46.378742	46.401636	46.424530	1.000000	1.000000	0.000000	0.000000
1024	46.424530	46.447425	46.470319	0.000000	0.000000	0.000000	0.000000
